id,nom,geo_point_2d,secteur,commune,adresse,type_dechet,horaires_ouverture,jours_ouverture,types_materiaux
279,verre aérien,"45.20018,5.71029",Nord-Ouest,Grenoble,Rue Henri Tarzé / Rue Charles Berthier,verre,24h,tous les jours,verre
293,verre aérien,"45.16671,5.71201",Nord-Ouest,Grenoble,163 Cours de la Libération / Avenue de Beauvert,verre,24h,tous les jours,verre
294,verre aérien,"45.16373,5.71102",Nord-Ouest,Grenoble,189 Cours de la Libération,verre,24h,tous les jours,verre
322,verre aérien,"45.17729,5.75178",Nord-Est,Grenoble,90 Avenue Jules Vallès / Résidence INPG Houille Blanche,verre,24h,tous les jours,verre
304,verre enterré,"45.17157,5.73385",Nord-Est,Grenoble,Rue Paul Claudel / Rue Gérard Philippe,verre,24h,tous les jours,verre
319,verre enterré,"45.1843,5.70532",Nord-Ouest,Grenoble,4 Rue Victor Lastella / vers angle Rue Ampère,verre,24h,tous les jours,verre
307,verre enterré,"45.19462,5.71149",Nord-Ouest,Grenoble,Av du Doyen Louis Weil / Place de Sfax / Rue Félix Esclangon,verre,24h,tous les jours,verre
305,verre enterré,"45.20031,5.70744",Nord-Ouest,Grenoble,64 Avenue des Martyrs / Rue de Vassieux en Vercors / Cité SNCF,verre,24h,tous les jours,verre
310,verre aérien,"45.18856,5.70953",Nord-Ouest,Grenoble,Cours Berriat / Rue Aimé Berey,verre,24h,tous les jours,verre
306,verre enterré,"45.19308,5.70911",Nord-Ouest,Grenoble,Rue Félix Esclangon / Rue Pierre Sémard,verre,24h,tous les jours,verre
313,verre enterré,"45.18992,5.70889",Nord-Ouest,Grenoble,Rue René Thomas / Rue Amédée Morel,verre,24h,tous les jours,verre
320,verre enterré,"45.18808,5.70572",Nord-Ouest,Grenoble,Square des Fusillés / Rue Ampère (devant Carrefour Market),verre,24h,tous les jours,verre
324,verre aérien,"45.18327,5.72755",Nord-Est,Grenoble,11 Rue de Narvik / Rue Henri Ding / proximité Parc Hoche,verre,24h,tous les jours,verre
311,verre aérien,"45.17312,5.70514",Nord-Ouest,Grenoble,Avenue Rhin Danube (face au n°66) / Rue Martin Luther King,verre,24h,tous les jours,verre
1092,verre aérien,"45.18346,5.7357",Nord-Est,Grenoble,Parc Paul Mistral / La Bobine / Anneau de vitesse,verre,24h,tous les jours,verre
353,verre aérien,"45.18179,5.73564",Sud,Grenoble,23-27 Rue Jules Ferry,verre,24h,tous les jours,verre
5377,ordures ménagères résiduelles enterré,"45.14986,5.67856",Nord-Ouest,Seyssins,79-81 Avenue de Claix (ilôts C1/C3),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
438,verre enterré,"45.19789,5.73253",Nord-Est,Grenoble,Place Saint Laurent / Quai des Allobroges / La Casemate CCSTI,verre,24h,tous les jours,verre
415,verre aérien,"45.17563,5.70364",Nord-Ouest,Grenoble,44 av Rhin et Danube CRS 47 (derrière bâtiment),verre,24h,tous les jours,verre
405,verre aérien,"45.16883,5.70337",Nord-Ouest,Grenoble,13-17 Rue Paul Strauss,verre,24h,tous les jours,verre
417,verre enterré,"45.17951,5.70526",Nord-Ouest,Grenoble,2 Av Rhin et Danube / Commerces Portes de l'Ouest,verre,24h,tous les jours,verre
5267,collecte sélective enterré,"45.15135,5.67985",Nord-Ouest,Seyssins,60-62 Avenue de Claix (ilôt B4),collecte sélective,24h,tous les jours,collecte sélective
5266,ordures ménagères résiduelles enterré,"45.15135,5.67993",Nord-Ouest,Seyssins,60-62 Avenue de Claix (ilôt B4),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5379,collecte sélective enterré,"45.14981,5.67856",Nord-Ouest,Seyssins,79-81 Avenue de Claix (ilôts C1/C3),collecte sélective,24h,tous les jours,collecte sélective
5376,ordures ménagères résiduelles enterré,"45.14989,5.67857",Nord-Ouest,Seyssins,79-81 Avenue de Claix (ilôts C1/C3),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5349,collecte sélective enterré,"45.14925,5.67842",Nord-Ouest,Seyssins,89 Avenue de Claix (ilôt C2),collecte sélective,24h,tous les jours,collecte sélective
5347,ordures ménagères résiduelles enterré,"45.1493,5.67843",Nord-Ouest,Seyssins,89 Avenue de Claix (ilôt C2),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
472,verre enterré,"45.18307,5.72925",Nord-Est,Grenoble,12 Bvd Maréchal Joffre / Hôtel Mercure,verre,24h,tous les jours,verre
456,verre enterré,"45.19314,5.72798",Nord-Est,Grenoble,Place Saint-André / Rue Hector Berlioz / Rue Guy Pape,verre,24h,tous les jours,verre
470,verre enterré,"45.16941,5.70311",Nord-Ouest,Grenoble,"35, 37 Rue Albert Thomas",verre,24h,tous les jours,verre
476,verre enterré,"45.19433,5.7276",Nord-Est,Grenoble,Place de la Cymaise ( colonne déplacée de 100m face au 20 Quai Perrière ),verre,24h,tous les jours,verre
468,verre enterré,"45.18176,5.709",Nord-Ouest,Grenoble,Rue du Docteur Hermite / Rue de Bourgogne,verre,24h,tous les jours,verre
462,verre enterré,"45.18576,5.7144",Nord-Ouest,Grenoble,Rue Jean Prévost / Rue Nicolas Chorier,verre,24h,tous les jours,verre
454,verre aérien,"45.16829,5.71228",Nord-Ouest,Grenoble,112-116 Cours de la Libération / Rue Greuze,verre,24h,tous les jours,verre
465,verre aérien,"45.16817,5.71249",Nord-Ouest,Grenoble,145 Cours de la Libération,verre,24h,tous les jours,verre
474,verre enterré,"45.18984,5.71655",Nord-Ouest,Grenoble,Avenue Alsace Lorraine / Rue Crepu / Rue André Réal,verre,24h,tous les jours,verre
403,verre aérien,"45.16178,5.71654",Sud,Grenoble,"Avenue Léon Blum / Avenue Paul Verlaine (angle nord-est, vers station lavage auto)",verre,24h,tous les jours,verre
3012,emballages aérien,"45.14273,5.73963",Sud,Bresson,ZA Condamines / 1 Rue des Condamines,emballages,24h,tous les jours,emballages
5157,ordures ménagères résiduelles enterré,"45.13843,5.71383",Sud,Echirolles,1 Rue Jean-Henri Fabre (Tour 6),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5138,collecte sélective enterré,"45.13717,5.71302",Sud,Echirolles,11 Rue Alphonse Loubat (Bâtiment Nova),collecte sélective,24h,tous les jours,collecte sélective
5137,ordures ménagères résiduelles enterré,"45.13718,5.71297",Sud,Echirolles,11 Rue Alphonse Loubat (Bâtiment Nova),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5270,collecte sélective enterré,"45.14087,5.71398",Sud,Echirolles,12 Avenue Général de Gaulle / Kis (Bâtiment D),collecte sélective,24h,tous les jours,collecte sélective
5268,ordures ménagères résiduelles enterré,"45.14091,5.714",Sud,Echirolles,12 Avenue Général de Gaulle / Kis (Bâtiment D),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5131,ordures ménagères résiduelles enterré,"45.14003,5.71527",Sud,Echirolles,1-3 Rue Galilée (Bâtiment A),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5147,collecte sélective enterré,"45.13898,5.71619",Sud,Echirolles,1-3-5-7 Rue Nicéphore Niepce (Bâtiment C),collecte sélective,24h,tous les jours,collecte sélective
5148,ordures ménagères résiduelles enterré,"45.13896,5.71619",Sud,Echirolles,1-3-5-7 Rue Nicéphore Niepce (Bâtiment C),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5408,collecte sélective enterré,"45.14607,5.69967",Sud,Echirolles,14-16 Rue des Grottes de la Luire,collecte sélective,24h,tous les jours,collecte sélective
5407,ordures ménagères résiduelles enterré,"45.14605,5.69966",Sud,Echirolles,14-16 Rue des Grottes de la Luire,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5108,collecte sélective enterré,"45.14327,5.72289",Sud,Echirolles,15-21 Rue Paul Langevin / face arrêt bus Langevin,collecte sélective,24h,tous les jours,collecte sélective
5109,ordures ménagères résiduelles enterré,"45.14326,5.72288",Sud,Echirolles,15-21 Rue Paul Langevin / face arrêt bus Langevin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5412,collecte sélective enterré,"45.14693,5.70002",Sud,Echirolles,2-4 Rue des Grottes de la Luire,collecte sélective,24h,tous les jours,collecte sélective
5401,ordures ménagères résiduelles enterré,"45.14442,5.69903",Sud,Echirolles,30-32 Rue des Grottes de la Luire,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5400,collecte sélective enterré,"45.14401,5.69886",Sud,Echirolles,36 Rue des Grottes de la Luire,collecte sélective,24h,tous les jours,collecte sélective
5399,ordures ménagères résiduelles enterré,"45.14398,5.69885",Sud,Echirolles,36 Rue des Grottes de la Luire,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5136,collecte sélective enterré,"45.13976,5.71569",Sud,Echirolles,4 Rue Albert Einstein (Bâtiment B),collecte sélective,24h,tous les jours,collecte sélective
5135,ordures ménagères résiduelles enterré,"45.13976,5.71566",Sud,Echirolles,4 Rue Albert Einstein (Bâtiment B),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5398,collecte sélective enterré,"45.14368,5.69873",Sud,Echirolles,40 Rue des Grottes de la Luire,collecte sélective,24h,tous les jours,collecte sélective
5397,ordures ménagères résiduelles enterré,"45.14366,5.69872",Sud,Echirolles,40 Rue des Grottes de la Luire,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5413,ordures ménagères résiduelles enterré,"45.14723,5.70053",Sud,Echirolles,5-7 Rue des Grottes de la Luire,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5162,collecte sélective enterré,"45.13794,5.71455",Sud,Echirolles,6 Rue Denis Papin (Tour 5),collecte sélective,24h,tous les jours,collecte sélective
5161,ordures ménagères résiduelles enterré,"45.13794,5.71451",Sud,Echirolles,6 Rue Denis Papin (Tour 5),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5146,collecte sélective enterré,"45.1393,5.71634",Sud,Echirolles,6 Rue Nicéphore Niepce (Tour 2),collecte sélective,24h,tous les jours,collecte sélective
5145,ordures ménagères résiduelles enterré,"45.13932,5.71634",Sud,Echirolles,6 Rue Nicéphore Niepce (Tour 2),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5166,collecte sélective enterré,"45.13816,5.71514",Sud,Echirolles,7-13 Rue Galilée (Bâtiment E),collecte sélective,24h,tous les jours,collecte sélective
5165,ordures ménagères résiduelles enterré,"45.13819,5.71515",Sud,Echirolles,7-13 Rue Galilée (Bâtiment E),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
355,verre aérien,"45.18416,5.74087",Sud,Grenoble,1 Rue Léon Jouhaux,verre,24h,tous les jours,verre
393,verre enterré,"45.16123,5.73095",Sud,Grenoble,13 Rue Maurice Dodero (parking silo n°1 La Rampe) / Rue des Trois Quartiers,verre,24h,tous les jours,verre
5012,ordures ménagères résiduelles enterré,"45.17936,5.74558",Nord-Est,Grenoble,Place André Charpin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5008,ordures ménagères résiduelles enterré,"45.18006,5.74548",Nord-Est,Grenoble,Place Joseph Riboud,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5009,ordures ménagères résiduelles enterré,"45.18008,5.74548",Nord-Est,Grenoble,Place Joseph Riboud,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5010,ordures ménagères résiduelles enterré,"45.1801,5.74548",Nord-Est,Grenoble,Place Joseph Riboud,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5202,ordures ménagères résiduelles enterré,"45.19431,5.72753",Nord-Est,Grenoble,22 Quai Perrière / Place de la Cymaise,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
428,verre aérien,"45.1697,5.72298",Sud,Grenoble,5 Avenue Léon Blum / Maison des Initiatives / vers intersection avec Rue de Stalingrad,verre,24h,tous les jours,verre
1245,verre enterré,"45.16027,5.73259",Sud,Grenoble,70-72 Avenue de Constantine,verre,24h,tous les jours,verre
5297,ordures ménagères résiduelles enterré,"45.16189,5.73707",Sud,Grenoble,10 Allée des Géants,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5298,ordures ménagères résiduelles enterré,"45.16189,5.73707",Sud,Grenoble,10 Allée des Géants,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5263,ordures ménagères résiduelles enterré,"45.16656,5.73298",Sud,Grenoble,10 Galerie de l'Arlequin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5264,ordures ménagères résiduelles enterré,"45.16656,5.73301",Sud,Grenoble,10 Galerie de l'Arlequin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5319,ordures ménagères résiduelles enterré,"45.16377,5.73233",Sud,Grenoble,100 Galerie de l'Arlequin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5320,ordures ménagères résiduelles enterré,"45.16377,5.73233",Sud,Grenoble,100 Galerie de l'Arlequin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5284,ordures ménagères résiduelles enterré,"45.16311,5.73246",Sud,Grenoble,110 Galerie de l'Arlequin / Place du Marché,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5285,ordures ménagères résiduelles enterré,"45.16309,5.73243",Sud,Grenoble,110 Galerie de l'Arlequin / Place du Marché,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5283,ordures ménagères résiduelles enterré,"45.16313,5.73244",Sud,Grenoble,110 Galerie de l'Arlequin / Place du Marché,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
420,verre aérien,"45.17121,5.72416",Sud,Grenoble,111 Rue de Stalingrad / station service / ensemble sportif du Clos d'Or,verre,24h,tous les jours,verre
5323,ordures ménagères résiduelles enterré,"45.16151,5.73499",Sud,Grenoble,14 Allée des Genêts / Crêche des Frênes,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5328,ordures ménagères résiduelles enterré,"45.20733,5.74642",Nord-Est,La Tronche,10-12 Grande Rue (face au 23) / Parking des Cèdres,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5329,ordures ménagères résiduelles enterré,"45.20734,5.74645",Nord-Est,La Tronche,10-12 Grande Rue (face au 23) / Parking des Cèdres,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5365,ordures ménagères résiduelles enterré,"45.16118,5.7311",Sud,Grenoble,13 Rue Maurice Dodero (parking silo n°1 La Rampe) / Rue des Trois Quartiers,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5366,ordures ménagères résiduelles enterré,"45.16117,5.73107",Sud,Grenoble,13 Rue Maurice Dodero (parking silo n°1 La Rampe) / Rue des Trois Quartiers,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5367,ordures ménagères résiduelles enterré,"45.16116,5.73104",Sud,Grenoble,13 Rue Maurice Dodero (parking silo n°1 La Rampe) / Rue des Trois Quartiers,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5288,ordures ménagères résiduelles enterré,"45.16289,5.73114",Sud,Grenoble,130 Galerie de l'Arlequin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
1232,verre enterré,"45.16295,5.73118",Sud,Grenoble,130 Galerie de l'Arlequin,verre,24h,tous les jours,verre
1248,verre enterré,"45.16147,5.73501",Sud,Grenoble,14 Allée des Genêts / Crêche des Frênes,verre,24h,tous les jours,verre
5335,ordures ménagères résiduelles enterré,"45.24513,5.66726",Nord-Ouest,Saint Egrève,22ter-24-26 Rue de la Chartreuse,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5290,ordures ménagères résiduelles enterré,"45.16305,5.73186",Sud,Grenoble,140 Galerie de l'Arlequin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5291,ordures ménagères résiduelles enterré,"45.16304,5.73189",Sud,Grenoble,140 Galerie de l'Arlequin,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5293,ordures ménagères résiduelles enterré,"45.16295,5.73258",Sud,Grenoble,150 Galerie de l'Arlequin / Place du Marché,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5294,ordures ménagères résiduelles enterré,"45.16295,5.73258",Sud,Grenoble,150 Galerie de l'Arlequin / Place du Marché,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5295,ordures ménagères résiduelles enterré,"45.16295,5.73258",Sud,Grenoble,150 Galerie de l'Arlequin / Place du Marché,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5116,ordures ménagères résiduelles enterré,"45.16071,5.73579",Sud,Grenoble,16 Avenue de Constantine / Parking des Cascatelles,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
356,verre aérien,"45.18302,5.74095",Sud,Grenoble,14 Rue Léon Jouhaux / Rue Commandant Perreau,verre,24h,tous les jours,verre
5369,ordures ménagères résiduelles enterré,"45.25479,5.66121",Nord-Ouest,Fontanil Cornillon,1 bis Rue du Mas,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
329,verre aérien,"45.17899,5.72395",Sud,Grenoble,13 Rue Général Ferrié / Rue Elysée Chatin / Rue de Chamrousse,verre,24h,tous les jours,verre
5371,ordures ménagères résiduelles enterré,"45.14799,5.68048",Nord-Ouest,Seyssins,330-411 Allée Marthe Trillat (A3/A4),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5117,ordures ménagères résiduelles enterré,"45.16074,5.73582",Sud,Grenoble,16 Avenue de Constantine / Parking des Cascatelles,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5309,ordures ménagères résiduelles enterré,"45.16184,5.73195",Sud,Grenoble,170 Galerie de l'Arlequin / Entrée école La Rampe,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5310,ordures ménagères résiduelles enterré,"45.16184,5.73191",Sud,Grenoble,170 Galerie de l'Arlequin / Entrée école La Rampe,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5308,ordures ménagères résiduelles enterré,"45.16184,5.73199",Sud,Grenoble,170 Galerie de l'Arlequin / Entrée école La Rampe,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5115,ordures ménagères résiduelles enterré,"45.16058,5.73521",Sud,Grenoble,"18, 22 Avenue de Constantine / Parking des Cascatelles",ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5300,ordures ménagères résiduelles enterré,"45.16206,5.73664",Sud,Grenoble,2 Allée de la Pelouse,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
