id,nom,geo_point_2d,secteur,commune,adresse,type_dechet,horaires_ouverture,jours_ouverture,types_materiaux
236,verre aérien,"45.1907,5.73712",Nord-Est,Grenoble,Rue Hébert (vers Caisse d'Epargne) / Passage sous immeuble,verre,24h,tous les jours,verre
239,verre aérien,"45.20158,5.73643",Nord-Est,Grenoble,Rue Lachmann / Quai Jongkind,verre,24h,tous les jours,verre
453,verre enterré,"45.16695,5.74131",Nord-Est,Grenoble,1 Avenue Bossuet / vers Place Jean Racine et Avenue Jean Perrot,verre,24h,tous les jours,verre
359,verre aérien,"45.17928,5.74321",Nord-Est,Grenoble,11 Rue Condé / Rue Tourville,verre,24h,tous les jours,verre
378,verre aérien,"45.17035,5.74019",Nord-Est,Grenoble,119 Av Jean Perrot (La Poste Teisseire),verre,24h,tous les jours,verre
374,verre aérien,"45.17508,5.74141",Nord-Est,Grenoble,12-14 Rue du 140ème RIA / Ecole Léon Jouhaux / Résidence Jeunes Travailleurs Taillefer,verre,24h,tous les jours,verre
380,verre aérien,"45.16919,5.73735",Nord-Est,Grenoble,14 Rue Le Nôtre / Square Henri Mauchant,verre,24h,tous les jours,verre
358,verre aérien,"45.1775,5.74065",Nord-Est,Grenoble,15 Chemin Guilbaud,verre,24h,tous les jours,verre
363,verre aérien,"45.18398,5.74468",Nord-Est,Grenoble,24 Chemin Villebois,verre,24h,tous les jours,verre
373,verre aérien,"45.17711,5.74163",Nord-Est,Grenoble,29 Rue Jean Bart / parking face au n° 29,verre,24h,tous les jours,verre
372,verre aérien,"45.17853,5.75132",Nord-Est,Grenoble,82 Rue Jules Vallès / Rue Marius Blanchet,verre,24h,tous les jours,verre
369,verre aérien,"45.17948,5.74525",Nord-Est,Grenoble,84 Avenue Jeanne d'Arc / MJC / Marché Abbaye / 1 Place de la Commune de 1971,verre,24h,tous les jours,verre
492,verre enterré,"45.18582,5.74671",Nord-Est,Grenoble,Av de Valmy / Av Jules Vallès / Ch de la Blanchisserie / Ch du Pont Carpin,verre,24h,tous les jours,verre
509,verre enterré,"45.17114,5.74034",Nord-Est,Grenoble,Av Jean Perrot / Av Paul Cocat / Place du Marché,verre,24h,tous les jours,verre
360,verre aérien,"45.18307,5.74421",Nord-Est,Grenoble,Avenue Jeanne d'Arc / Rue Commandant Perreau (square),verre,24h,tous les jours,verre
379,verre aérien,"45.17014,5.73755",Nord-Est,Grenoble,Avenue Malherbe / Place Louis Jouvet / Eglise St Marc (Face marché),verre,24h,tous les jours,verre
377,verre aérien,"45.17623,5.74201",Nord-Est,Grenoble,MJC Jouhaux / Rue Emile Romanet / Parc / Parking vers kiosque,verre,24h,tous les jours,verre
367,verre aérien,"45.17994,5.74703",Nord-Est,Grenoble,Rue Duguesclin / Avenue Washington,verre,24h,tous les jours,verre
348,verre enterré,"45.16938,5.73409",Nord-Est,Grenoble,Rue Gérard Philipe / Avenue Malherbe,verre,24h,tous les jours,verre
491,verre enterré,"45.18717,5.74411",Nord-Est,Grenoble,Rue Jules Flandrin / Boulevard Général Gallieni,verre,24h,tous les jours,verre
370,verre aérien,"45.17699,5.74766",Nord-Est,Grenoble,Rue Marius Riollet / Avenue Washington,verre,24h,tous les jours,verre
508,verre aérien,"45.17266,5.73489",Nord-Est,Grenoble,Rue Paul Claudel / Parking Maison de la Culture MC2,verre,24h,tous les jours,verre
365,verre aérien,"45.18674,5.74051",Nord-Est,Grenoble,Stade des Alpes (Tribune Sud - Escalier M2) / accès par avenue de Valmy,verre,24h,tous les jours,verre
471,verre enterré,"45.18048,5.7352",Sud,Grenoble,Avenue Jean Perrot / Rue Moyrand / Rue Mallifaud,verre,24h,tous les jours,verre
444,verre enterré,"45.18203,5.71716",Nord-Est,Grenoble,107 Cours Jean Jaurès,verre,24h,tous les jours,verre
512,verre aérien,"45.17786,5.74409",Nord-Est,Grenoble,14 Rue André Argouges (parking supermarché ED),verre,24h,tous les jours,verre
340,verre aérien,"45.18189,5.7319",Sud,Grenoble,Avenue Albert 1er de Belgique / Avenue Général Champon (angle sud-est - parking supermarché),verre,24h,tous les jours,verre
804,verre enterré,"45.18565,5.74797",Nord-Est,Saint Martin d'Hères,33 Avenue Ambroise Croizat / Place de la République,verre,24h,tous les jours,verre
795,verre aérien,"45.18163,5.7559",Nord-Est,Saint Martin d'Hères,Impasse Louis Jouvet / Rue Louis Jouvet,verre,24h,tous les jours,verre
315,verre aérien,"45.18444,5.7094",Nord-Ouest,Grenoble,63 Rue Nicolas Chorier / face Rue Mozart,verre,24h,tous les jours,verre
276,verre aérien,"45.18748,5.71608",Nord-Ouest,Grenoble,Cours Berriat / Rue Joseph Rey,verre,24h,tous les jours,verre
301,verre aérien,"45.18235,5.71287",Nord-Ouest,Grenoble,35 Rue Charrel,verre,24h,tous les jours,verre
514,verre enterré,"45.19144,5.72007",Nord-Ouest,Grenoble,4-6 Cours Jean Jaurès,verre,24h,tous les jours,verre
268,verre enterré,"45.18671,5.71848",Nord-Ouest,Grenoble,62 Cours Jean Jaurès / Rue Colbert,verre,24h,tous les jours,verre
316,verre aérien,"45.18294,5.70678",Nord-Ouest,Grenoble,82 Rue Nicolas Chorier / Rue du Drac,verre,24h,tous les jours,verre
480,verre enterré,"45.18037,5.70557",Nord-Ouest,Grenoble,Boulevard Joseph Vallier / Rue Ampère (angle bar-tabac Méditerrannée),verre,24h,tous les jours,verre
481,verre enterré,"45.18033,5.70711",Nord-Ouest,Grenoble,Boulevard Joseph Vallier / Rue Eugène Varlin,verre,24h,tous les jours,verre
484,verre enterré,"45.18038,5.71011",Nord-Ouest,Grenoble,Boulevard Joseph Vallier / Rue Léon Drivier,verre,24h,tous les jours,verre
485,verre enterré,"45.18041,5.71215",Nord-Ouest,Grenoble,Boulevard Joseph Vallier / Rue Pierre Ruibet,verre,24h,tous les jours,verre
493,verre enterré,"45.18813,5.71806",Nord-Ouest,Grenoble,Cours Berriat / Rue Gabriel Péri,verre,24h,tous les jours,verre
275,verre enterré,"45.18461,5.7176",Nord-Ouest,Grenoble,Cours Jean Jaurès / Rue Joseph Rey,verre,24h,tous les jours,verre
308,verre aérien,"45.18896,5.71124",Nord-Ouest,Grenoble,Rue D'Alembert / Rue Anthoard,verre,24h,tous les jours,verre
1058,verre aérien,"45.18265,5.70897",Nord-Ouest,Grenoble,Rue de Bourgogne / Rue Raspail,verre,24h,tous les jours,verre
450,verre enterré,"45.19053,5.71305",Nord-Ouest,Grenoble,Rue de la Frise / Ecole de commerce / Europôle,verre,24h,tous les jours,verre
303,verre aérien,"45.18389,5.71428",Nord-Ouest,Grenoble,Rue de New York / Rue de Paris,verre,24h,tous les jours,verre
309,verre aérien,"45.19176,5.70419",Nord-Ouest,Grenoble,Rue Diderot / face EDF,verre,24h,tous les jours,verre
299,verre aérien,"45.18078,5.70849",Nord-Ouest,Grenoble,Rue du Docteur Calmette / Rue du Docteur Roux,verre,24h,tous les jours,verre
318,verre aérien,"45.1867,5.70572",Nord-Ouest,Grenoble,Rue Ampère / Rue Léon Sestier,verre,24h,tous les jours,verre
314,verre aérien,"45.18471,5.70689",Nord-Ouest,Grenoble,Rue du Drac / Rue Belin,verre,24h,tous les jours,verre
478,verre enterré,"45.19085,5.71032",Nord-Ouest,Grenoble,Rue du Vercors / Rue du Capitaine Veyron Lacroix,verre,24h,tous les jours,verre
497,verre enterré,"45.18115,5.71376",Nord-Ouest,Grenoble,Rue Irvoy / Rue Jean Veyrat,verre,24h,tous les jours,verre
302,verre aérien,"45.1842,5.71586",Nord-Ouest,Grenoble,Rue Jean Prévost / Rue de Londres,verre,24h,tous les jours,verre
441,verre enterré,"45.186,5.71698",Nord-Ouest,Grenoble,Rue Joseph Rey / Rue Nicolas Chorier,verre,24h,tous les jours,verre
1299,verre enterré,"45.20104,5.70696",Nord-Ouest,Grenoble,Rue Marcelle Bonin,verre,24h,tous les jours,verre
312,verre aérien,"45.18734,5.71012",Nord-Ouest,Grenoble,Rue Marx Dormoy / Rue Commandant Debelle,verre,24h,tous les jours,verre
1242,verre aérien,"45.18742,5.70424",Nord-Ouest,Grenoble,Salle de spectacle La Belle Electrique / Esplanade Andry Farcy / Bouchayer Viallet,verre,24h,tous les jours,verre
436,verre aérien,"45.17106,5.71355",Nord-Ouest,Grenoble,107 Cours de la Libération / Chemin Meney,verre,24h,tous les jours,verre
290,verre aérien,"45.16647,5.71162",Nord-Ouest,Grenoble,122 Cours de la Libération / Hôtel Lesdiguières / contre-allée,verre,24h,tous les jours,verre
317,verre aérien,"45.18153,5.70542",Nord-Ouest,Grenoble,Rue du Docteur Greffier / angle Rue Ampère / Ecole Joseph Vallier,verre,24h,tous les jours,verre
298,verre aérien,"45.17918,5.7162",Nord-Ouest,Grenoble,11 Cours de la Libération,verre,24h,tous les jours,verre
1057,verre aérien,"45.16963,5.71502",Nord-Ouest,Grenoble,Rue André Abry / Rue Général Garibaldi,verre,24h,tous les jours,verre
479,verre enterré,"45.17944,5.7055",Nord-Ouest,Grenoble,5 Avenue Rhin et Danube / Rue des Champs Elysées,verre,24h,tous les jours,verre
501,verre aérien,"45.17574,5.71505",Nord-Ouest,Grenoble,53 Cours de la Libération / Rue Gallice,verre,24h,tous les jours,verre
1060,verre aérien,"45.16665,5.70611",Nord-Ouest,Grenoble,59 Rue Albert Reynier / Parking Parc Bachelard,verre,24h,tous les jours,verre
287,verre aérien,"45.17203,5.71351",Nord-Ouest,Grenoble,78 Cours de la Libération / Allée Vaucanson,verre,24h,tous les jours,verre
435,verre aérien,"45.17281,5.71406",Nord-Ouest,Grenoble,87 Cours de la Libération / Rue Charles Baudelaire,verre,24h,tous les jours,verre
289,verre aérien,"45.16817,5.70902",Nord-Ouest,Grenoble,Avenue Beaumarchais / Rue Claude Lorrain / Lycée Hôtelier,verre,24h,tous les jours,verre
483,verre enterré,"45.17987,5.70809",Nord-Ouest,Grenoble,Boulevard Joseph Vallier / Rue Marbeuf,verre,24h,tous les jours,verre
503,verre aérien,"45.16516,5.70991",Nord-Ouest,Grenoble,Rue Albert Reynier / Stade Lesdiguières (entrée A tribune présidentielle),verre,24h,tous les jours,verre
288,verre aérien,"45.16992,5.71052",Nord-Ouest,Grenoble,Rue Louise Michel / Rue Blériot,verre,24h,tous les jours,verre
361,verre aérien,"45.1764,5.70938",Nord-Ouest,Grenoble,Rue des Eaux Claires / Rue Guynemer,verre,24h,tous les jours,verre
383,verre enterré,"45.16581,5.73137",Sud,Grenoble,30 Galerie de l'Arlequin / CCAS,verre,24h,tous les jours,verre
1317,verre aérien,"45.18458,5.7365",Nord-Est,Grenoble,Parc Paul Mistral / Anneau de vitesse,verre,24h,tous les jours,verre
463,verre enterré,"45.1864,5.73246",Nord-Est,Grenoble,Place Paul Vallier / Rue de Strasbourg / Rue du Manège,verre,24h,tous les jours,verre
241,verre aérien,"45.19897,5.73917",Nord-Est,Grenoble,Place du Grésivaudan,verre,24h,tous les jours,verre
452,verre aérien,"45.1911,5.72763",Nord-Est,Grenoble,Place Grenette / Rue de la République,verre,24h,tous les jours,verre
264,verre enterré,"45.18475,5.72072",Nord-Est,Grenoble,Place Jacqueline Marval,verre,24h,tous les jours,verre
477,verre enterré,"45.18938,5.72921",Nord-Est,Grenoble,Place Jean Achard,verre,24h,tous les jours,verre
242,verre aérien,"45.19396,5.73185",Nord-Est,Grenoble,Place Lavalette / devant Diocèse,verre,24h,tous les jours,verre
494,verre aérien,"45.19161,5.73066",Nord-Est,Grenoble,Place Sainte-Claire / Rue Pierre Duclot,verre,24h,tous les jours,verre
338,verre aérien,"45.18513,5.7305",Nord-Est,Grenoble,Place Valentin Hauy (parking derrière Maître Kanter et biblithèque Lyautey) / Hoche,verre,24h,tous les jours,verre
366,verre aérien,"45.18246,5.74717",Nord-Est,Grenoble,Chemin de la Blanchisserie / Rue Claude Genin,verre,24h,tous les jours,verre
352,verre aérien,"45.17476,5.74572",Nord-Est,Grenoble,Déchèterie Jouhaux / 63 rue Léon Jouhaux / Avenue des Jeux Olympiques,verre,24h,tous les jours,verre
406,verre enterré,"45.17239,5.70379",Nord-Ouest,Grenoble,49 Rue Anatole France,verre,24h,tous les jours,verre
433,verre aérien,"45.18521,5.72944",Nord-Est,Grenoble,Place André Malraux / Rue du 4ème Régiment du Génie / Quartier Hoche,verre,24h,tous les jours,verre
451,verre enterré,"45.19086,5.71544",Nord-Ouest,Grenoble,Place de la Gare,verre,24h,tous les jours,verre
457,verre enterré,"45.18735,5.71257",Nord-Ouest,Grenoble,Place Saint-Bruno / Rue Abbé Grégoire,verre,24h,tous les jours,verre
467,verre enterré,"45.19324,5.711",Nord-Ouest,Grenoble,Rue d'Arménie,verre,24h,tous les jours,verre
469,verre enterré,"45.18091,5.71012",Nord-Ouest,Grenoble,Rue Docteur Calmette / Rue Léon Drivier / Clinique Mutualiste,verre,24h,tous les jours,verre
349,verre aérien,"45.17333,5.73872",Sud,Grenoble,Avenue Jean Perrot / Avenue des Jeux Olympiques / Rue Paul Claudel (arrêt bus),verre,24h,tous les jours,verre
572,verre aérien,"45.12159,5.69907",Grand-Sud,Le Pont de Claix,1 Avenue des Résistants / Foyer municipal / Ecole maternelle du Côteau,verre,24h,tous les jours,verre
1239,verre aérien,"45.18841,5.7406",Nord-Est,Grenoble,Stade des Alpes (Tribune Nord - Escalier G) / Boulevard Jean Pain,verre,24h,tous les jours,verre
297,verre aérien,"45.18383,5.73087",Nord-Est,Grenoble,6 Boulevard Maréchal Joffre / Rue du 4ème Régiment du Génie / Maison des Etudiants,verre,24h,tous les jours,verre
271,verre enterré,"45.19036,5.71969",Nord-Ouest,Grenoble,22 Cours Jean Jaurès (Garage Galtier),verre,24h,tous les jours,verre
272,verre enterré,"45.18884,5.71918",Nord-Ouest,Grenoble,34 Cours Jean Jaurès / arrêt tram E,verre,24h,tous les jours,verre
277,verre aérien,"45.19366,5.71428",Nord-Ouest,Grenoble,34 Rue Emile Gueymard (face parking SNCF),verre,24h,tous les jours,verre
68,verre aérien,"45.1471,5.72751",Sud,Echirolles,4 Avenue de Kimberley,verre,24h,tous les jours,verre
122,verre aérien,"45.15307,5.72176",Sud,Echirolles,6-10 Rue de Provence / face entreprise Bull,verre,24h,tous les jours,verre
73,verre aérien,"45.14222,5.72953",Sud,Echirolles,Déchèterie / 56 Avenue de la République,verre,24h,tous les jours,verre
295,verre aérien,"45.1742,5.71479",Nord-Ouest,Grenoble,143 Rue des Alliés / Cours de la Libération,verre,24h,tous les jours,verre
291,verre aérien,"45.163,5.71049",Nord-Ouest,Grenoble,196-198 Cours de la Libération,verre,24h,tous les jours,verre
292,verre aérien,"45.16112,5.70977",Nord-Ouest,Grenoble,216-226 Cours de la Libération (Face Peugeot),verre,24h,tous les jours,verre
323,verre aérien,"45.17874,5.71576",Nord-Ouest,Grenoble,14-16 Cours de la Libération / angle Rue Charles Péguy,verre,24h,tous les jours,verre
414,verre aérien,"45.17703,5.71138",Nord-Ouest,Grenoble,26-34 Rue Joseph Bouchayer / Jardin du 8 mai 1945 / face MJC Eaux Claires,verre,24h,tous les jours,verre
296,verre aérien,"45.17731,5.71559",Nord-Ouest,Grenoble,31-33 Cours de la Libération / Avenue Rochambeau,verre,24h,tous les jours,verre
286,verre aérien,"45.17707,5.71519",Nord-Ouest,Grenoble,30-32 Cours de la Libération / Chemin des Marronniers,verre,24h,tous les jours,verre
334,verre aérien,"45.17767,5.72717",Sud,Grenoble,Rue des Déportés du 11 novembre 1943 (face au n° 33),verre,24h,tous les jours,verre
269,verre aérien,"45.17155,5.71123",Nord-Ouest,Grenoble,Rue Blériot / Rue Léon Bourjade,verre,24h,tous les jours,verre
413,verre aérien,"45.17753,5.71328",Nord-Ouest,Grenoble,Rue André Rivoire / Chemin des Marronniers,verre,24h,tous les jours,verre
1253,verre enterré,"45.18906,5.71954",Nord-Est,Grenoble,17 Cours Jean Jaurès (vers croisement Avenue Alsace Lorraine),verre,24h,tous les jours,verre
427,verre aérien,"45.17209,5.72328",Sud,Grenoble,78 Rue des Alliés / Zone Activité de l'Alliance,verre,24h,tous les jours,verre
330,verre aérien,"45.18215,5.7315",Sud,Grenoble,Avenue Albert 1er de Belgique / Avenue Général Champon (angle nord-ouest),verre,24h,tous les jours,verre
404,verre aérien,"45.16188,5.71541",Sud,Grenoble,"Avenue Léon Blum / Avenue Paul Verlaine (angle sud-ouest, devant hôtel) / Rue Paul et Germaine Veyret",verre,24h,tous les jours,verre
424,verre aérien,"45.16374,5.71778",Sud,Grenoble,Avenue Léon Blum / Rue Francis Jammes / Rue Guy De Maupassant,verre,24h,tous les jours,verre
342,verre aérien,"45.17615,5.73253",Sud,Grenoble,Avenue Marcelin Berthelot / Rue Ponsard,verre,24h,tous les jours,verre
339,verre aérien,"45.18254,5.73564",Sud,Grenoble,Boulevard Clémenceau / Rue Colonel Driant / proximité bowling-halle des ports,verre,24h,tous les jours,verre
148,verre aérien,"45.15926,5.7474",Sud,Eybens,Rue du Pré Batard / Rue du Trièves,verre,24h,tous les jours,verre
487,verre enterré,"45.18037,5.72099",Sud,Grenoble,Boulevard Maréchal Foch / Rue Général Mangin / Rue Duployé,verre,24h,tous les jours,verre
489,verre enterré,"45.18127,5.72592",Sud,Grenoble,Boulevard Maréchal Foch / Rue Mallifaud,verre,24h,tous les jours,verre
237,verre aérien,"45.17484,5.73361",Sud,Grenoble,Chemin de Gordes (près collège Charles Munch),verre,24h,tous les jours,verre
343,verre aérien,"45.17696,5.73451",Sud,Grenoble,Chemin de l'Eglise / Rue St François de Sales / Rue Lavoisier,verre,24h,tous les jours,verre
430,verre aérien,"45.17527,5.72279",Sud,Grenoble,Déchèterie Jacquard / 16 rue Jacquard,verre,24h,tous les jours,verre
254,verre aérien,"45.1715,5.71628",Sud,Grenoble,Marché d'Intérêt National,verre,24h,tous les jours,verre
434,verre aérien,"45.16827,5.72521",Sud,Grenoble,Rue Alfred de Vigny / Lycée Professionnel Hôtelier du Clos d'Or,verre,24h,tous les jours,verre
1074,verre enterré,"45.16431,5.72074",Sud,Grenoble,Rue Alfred de Vigny / Rue Guy de Maupassant,verre,24h,tous les jours,verre
351,verre aérien,"45.1793,5.73949",Sud,Grenoble,Rue Bajatière / Rue Leroy / Ch Vieux dit Perrin,verre,24h,tous les jours,verre
422,verre aérien,"45.16238,5.71831",Sud,Grenoble,Rue de la Dent de Crolles / Rue de l'Obiou (Cité Beauvert),verre,24h,tous les jours,verre
346,verre aérien,"45.17685,5.72662",Sud,Grenoble,Rue de Stalingrad / Rue des Déportés du 11 novembre 1943 / Rue Montesquieu,verre,24h,tous les jours,verre
332,verre aérien,"45.17471,5.72559",Sud,Grenoble,Rue de Stalingrad / Rue Edmond About,verre,24h,tous les jours,verre
429,verre aérien,"45.17336,5.72501",Sud,Grenoble,Rue de Stalingrad / Rue George Sand (face bibliothèque Alliance),verre,24h,tous les jours,verre
426,verre aérien,"45.17078,5.72712",Sud,Grenoble,Rue des Alliés (en face du n°45) / Point P,verre,24h,tous les jours,verre
418,verre aérien,"45.17333,5.71904",Sud,Grenoble,Rue des Alliés / Avenue Honoré De Balzac,verre,24h,tous les jours,verre
252,verre aérien,"45.17563,5.72735",Sud,Grenoble,Rue des Charmilles / Rue Sidonie Jacolin,verre,24h,tous les jours,verre
419,verre aérien,"45.17155,5.72232",Sud,Grenoble,Rue du Lieutenant Chabal / Eglise Saint Paul de Beauvert,verre,24h,tous les jours,verre
423,verre enterré,"45.16288,5.71888",Sud,Grenoble,Rue Francis Jammes / Rue Alfred de Vigny,verre,24h,tous les jours,verre
326,verre aérien,"45.17899,5.72029",Sud,Grenoble,Rue Général Mangin (Hôtel Mercure Président),verre,24h,tous les jours,verre
507,verre aérien,"45.17366,5.72078",Sud,Grenoble,Rue Honoré de Balzac (en face du n°24) / Petits Charvets,verre,24h,tous les jours,verre
331,verre aérien,"45.17928,5.72616",Sud,Grenoble,Rue de Stalingrad / Rue de Chamrousse,verre,24h,tous les jours,verre
431,verre aérien,"45.17582,5.71779",Sud,Grenoble,Rue Jacquard / Rue des Artilleurs de Montagne (vers passerelle voie ferrée),verre,24h,tous les jours,verre
432,verre aérien,"45.17556,5.71997",Sud,Grenoble,Rue Jacquard / Rue Henriette Deloras / Rue Louvois,verre,24h,tous les jours,verre
464,verre enterré,"45.17764,5.73079",Sud,Grenoble,Rue Marcel Peretto / Rue Docteur Bordier,verre,24h,tous les jours,verre
333,verre aérien,"45.17572,5.72961",Sud,Grenoble,Rue Montesquieu / Rue du Docteur Bordier,verre,24h,tous les jours,verre
357,verre aérien,"45.18063,5.74125",Sud,Grenoble,Rue Moyrand / Rue Léon Jouhaux,verre,24h,tous les jours,verre
443,verre enterré,"45.16978,5.72002",Sud,Grenoble,Rue René Lesage / Rue Amable Matussière / Rue Alphonse Daudet,verre,24h,tous les jours,verre
442,verre enterré,"45.16306,5.73293",Sud,Grenoble,100 Galerie de l'Arlequin / Place du Marché / Chemin de la Piscine / Foyer CCAS,verre,24h,tous les jours,verre
400,verre aérien,"45.15941,5.72693",Sud,Grenoble,12 Avenue Edmond Esmonin / Piscine des Dauphins / face Carrefour,verre,24h,tous les jours,verre
396,verre aérien,"45.16187,5.73048",Sud,Grenoble,12-14 Rue Maurice Dodero / Parking tours VO,verre,24h,tous les jours,verre
395,verre enterré,"45.16185,5.73183",Sud,Grenoble,170 Galerie de l'Arlequin / Entrée école La Rampe,verre,24h,tous les jours,verre
1246,verre enterré,"45.16205,5.73665",Sud,Grenoble,2 Allée de la Pelouse,verre,24h,tous les jours,verre
382,verre enterré,"45.16679,5.73281",Sud,Grenoble,34-38 Avenue La Bruyère,verre,24h,tous les jours,verre
1027,verre enterré,"45.16088,5.73699",Sud,Grenoble,"3, 5 Allée des Frênes",verre,24h,tous les jours,verre
385,verre aérien,"45.16445,5.73203",Sud,Grenoble,50 Galerie de l'Arlequin,verre,24h,tous les jours,verre
1241,verre aérien,"45.16544,5.72696",Sud,Grenoble,50-54 Allée des 2 Mondes / Jardin des Poètes,verre,24h,tous les jours,verre
1296,verre enterré,"45.16468,5.73271",Sud,Grenoble,60 Galerie de l'Arlequin,verre,24h,tous les jours,verre
1085,verre enterré,"45.16345,5.73827",Sud,Grenoble,7-8-10 Allée de la Colline,verre,24h,tous les jours,verre
502,verre enterré,"45.16735,5.72668",Sud,Grenoble,Allée de la Sylphide / Allée des Deux Mondes,verre,24h,tous les jours,verre
466,verre enterré,"45.16555,5.7255",Sud,Grenoble,Allée des Romantiques / Rue Laurenzacio,verre,24h,tous les jours,verre
956,verre enterré,"45.16654,5.7256",Sud,Grenoble,Avenue de La Bruyère / Allée des Romantiques,verre,24h,tous les jours,verre
390,verre aérien,"45.16664,5.73023",Sud,Grenoble,Avenue de La Bruyère / Rue des Colibris,verre,24h,tous les jours,verre
955,verre enterré,"45.16656,5.72842",Sud,Grenoble,Avenue Marie Reynoard / Avenue La Bruyère,verre,24h,tous les jours,verre
397,verre aérien,"45.16276,5.72841",Sud,Grenoble,Avenue Marie Reynoard / entre Collège et MJC Prémol / Terrains de sport,verre,24h,tous les jours,verre
154,verre aérien,"45.16399,5.74119",Sud,Grenoble,Chemin des Alisiers / Rue Paul Helbronner,verre,24h,tous les jours,verre
1084,verre enterré,"45.16256,5.73952",Sud,Grenoble,Collège des Saules (cuisines) / 120 Place des Géants / Rue du 8 mai 1945,verre,24h,tous les jours,verre
510,verre aérien,"45.16509,5.7302",Sud,Grenoble,Déchèterie des Peupliers - Villeneuve / Rue des Peupliers,verre,24h,tous les jours,verre
401,verre aérien,"45.15909,5.73491",Sud,Grenoble,Patinoire (Avenue de l'Europe),verre,24h,tous les jours,verre
402,verre aérien,"45.15613,5.73474",Sud,Grenoble,Restaurant Alpexpo - Alpes Congrès / Rue Henri Barbusse / Avenue Innsbruck / Voie privée entre Alpexpo et Alpes Congrès,verre,24h,tous les jours,verre
341,verre aérien,"45.16663,5.72347",Sud,Grenoble,Rue de Stalingrad / Rue Alfred de Vigny,verre,24h,tous les jours,verre
461,verre enterré,"45.16452,5.72554",Sud,Grenoble,Rue de Village / Rue Alfred de Musset,verre,24h,tous les jours,verre
496,verre enterré,"45.16626,5.73794",Sud,Grenoble,Rue des 3 Epis / Rue Paul Helbronner,verre,24h,tous les jours,verre
1061,verre enterré,"45.16783,5.73021",Sud,Grenoble,Rue des Colibris / Rue des Bergeronnettes,verre,24h,tous les jours,verre
421,verre aérien,"45.16248,5.72094",Sud,Grenoble,"Rue Lucien Andrieux / contre-allée (côté Village Olympique, à hauteur des 2 tours)",verre,24h,tous les jours,verre
511,verre aérien,"45.16392,5.73059",Sud,Grenoble,Rue Maurice Dodero / face au 123 galerie de l'Arlequin,verre,24h,tous les jours,verre
387,verre aérien,"45.1649,5.74059",Sud,Grenoble,Rue Paul Helbronner / Imp de la Fontaine / Parking,verre,24h,tous les jours,verre
1097,verre aérien,"45.28235,5.71072",Nord-Ouest,Proveysieux,Pomarey / Salle des fêtes / Bibliothèque,verre,24h,tous les jours,verre
243,verre aérien,"45.19864,5.74198",Nord-Est,Grenoble,17 Chemin du Halage,verre,24h,tous les jours,verre
362,verre aérien,"45.18618,5.74366",Nord-Est,Grenoble,Boulevard Clémenceau / Chemin de Villebois,verre,24h,tous les jours,verre
256,verre aérien,"45.19353,5.72147",Nord-Est,Grenoble,22 Quai de France,verre,24h,tous les jours,verre
375,verre aérien,"45.16919,5.74267",Nord-Est,Grenoble,Avenue Teisseire / Rue Gaston Letonnelier,verre,24h,tous les jours,verre
5236,collecte sélective enterré,"45.23176,5.6802",Nord-Ouest,Saint Egrève,25 Avenue Général De Gaulle / Commerces / Faubourg,collecte sélective,24h,tous les jours,collecte sélective
499,verre enterré,"45.19377,5.72486",Nord-Est,Grenoble,66-68 Quai Perrière,verre,24h,tous les jours,verre
750,verre aérien,"45.21979,5.68591",Nord-Ouest,Saint Egrève,34 Rue du Drac / Résidence Ecureuils,verre,24h,tous les jours,verre
500,verre enterré,"45.19114,5.70697",Nord-Ouest,Grenoble,Rue Colonel Tanant / Rue du Vercors,verre,24h,tous les jours,verre
258,verre aérien,"45.19735,5.73732",Nord-Est,Grenoble,Place du Docteur Girard,verre,24h,tous les jours,verre
228,verre aérien,"45.17625,5.78948",Nord-Est,Gières,Avenue de La Combe,verre,24h,tous les jours,verre
257,verre aérien,"45.19697,5.71714",Nord-Est,Grenoble,Boulevard de l'Esplanade / Boulodrome,verre,24h,tous les jours,verre
251,verre aérien,"45.1919,5.73466",Nord-Est,Grenoble,48 Rue de l'Alma / proximité Rue Très Cloître & Rue Chanrion,verre,24h,tous les jours,verre
846,verre aérien,"45.21121,5.65961",Nord-Ouest,Sassenage,10-16 Rue du Plaçage / Rue Béranger / Château,verre,24h,tous les jours,verre
278,verre aérien,"45.19279,5.71751",Nord-Ouest,Grenoble,Quai Claude Bernard / Rue Edouard Branly,verre,24h,tous les jours,verre
285,verre enterré,"45.18134,5.71653",Nord-Ouest,Grenoble,116B Cours Jean Jaurès / Rue Pierre Dupont,verre,24h,tous les jours,verre
281,verre aérien,"45.19769,5.71271",Nord-Ouest,Grenoble,7 Rue du Villard de Lans,verre,24h,tous les jours,verre
283,verre aérien,"45.19918,5.71431",Nord-Ouest,Grenoble,Quai de la Graille (tennis) Ex n°26,verre,24h,tous les jours,verre
284,verre aérien,"45.19613,5.71273",Nord-Ouest,Grenoble,Rue Arago / Rue de la Scierie,verre,24h,tous les jours,verre
282,verre aérien,"45.18889,5.71671",Nord-Ouest,Grenoble,Rue Denfert Rochereau / Square R. Genin,verre,24h,tous les jours,verre
280,verre aérien,"45.1997,5.71131",Nord-Ouest,Grenoble,Rue Ernest Hareux / Rue Joseph Lyonnaz,verre,24h,tous les jours,verre
